segment_id,road_name,road_type,human_segment_id,internal_id,start_lat,start_lon,end_lat,end_lon,length_m,start_km,end_km,road_risk_score,ai_risk_label,ai_risk_probability,prob_low_risk,prob_medium_risk,prob_high_risk,prob_critical_risk,ai_recommended_speed,recommended_safe_speed,road_function_score,infrastructure_score,exposure_score,human_tolerance_limit,operating_speed_score,crash_risk_score,posted_speed_limit,pedestrian_exposure_score,blackspot_flag,crash_count,fatal_crashes,schools_count,lighting_quality,roadside_hazards,intersection_density,speed_compliance_rate,speed_violation_score,hotspot_score,hotspot_category,speed_safety_score,original_safe_speed,misalignment_score,misalignment_category,speed_p85,ptw_share_pct,exposure_tier,urban_rural_flag,lane_count,median_presence,land_use_type,top_ai_factors,congestion_index,congestion_category,congestion_smoothed,operating_speed_mean,minor_crashes,major_crashes,risk_category,final_safe_speed,corridor_base,corridor_seq
3290,Unnamed Road,Urban Road,URB-03290,3290,12.9546,77.4824,12.9546,77.4827,33.6,1316.0,1316.034,41.2884,Moderate Misalignment,0.9522,0.008,1.0243,0.0466,0.0015,32.0835,29.5397,76.1155,58.8018,54.1804,29.9286,93.7523,0.2199,41.734,59.175,No,0.0,0.0006,0.9364,Good,Medium,1.3862,10.0,10.2865,33.6956,Moderate Risk,67.016,30.6686,41.0579,Moderate Misalignment,43.464,68.769,Significant Pedestrian Interaction,Urban,4.0777,False,Commercial,High Pedestrian Interaction | Above Human Tolerance Limit,0.0023,,False,35.1544,0.0049,-0.0097,Moderate Misalignment,30,Unnamed Road,1595
3291,Unnamed Road,Urban Road,URB-03291,3291,12.9546,77.4831,12.9546,77.4827,40.1,1316.4,1316.44,15.7658,Aligned,0.8363,0.8505,0.1275,0.0126,-0.0064,58.9757,58.4054,97.3815,8.4322,15.3959,82.4372,58.3924,0.0265,59.4224,6.9982,No,0.0,0.0003,0.0054,Good,Medium,0.127,10.0,10.0,20.7645,Safe,71.7028,58.4886,17.5526,Aligned,58.9324,40.3827,Separated Traffic,Rural,5.8964,True,Residential,Approach to Congestion (Tapered) | Poor Infrastructure,-0.0393,,True,51.1561,0.0103,0.0147,Aligned,59,Unnamed Road,1596
3292,Unnamed Road,Urban Road,URB-03292,3292,12.9756,77.4801,12.9748,77.4798,88.2,1316.8,1316.888,9.176,Aligned,0.9979,1.0203,0.0008,-0.0042,-0.0059,23.9358,26.4129,27.5726,13.5221,17.7288,47.7133,86.3771,0.1458,28.8908,7.0883,No,0.0,0.0046,0.0083,Poor,Medium,2.8484,10.0,10.0,19.8718,Safe,72.3928,25.8182,17.1836,Aligned,26.2449,50.2472,Side Impact Potential,Peri-Urban,1.1244,False,Residential,Poor Infrastructure,0.0006,,False,22.4835,0.007,-0.0084,Aligned,25,Unnamed Road,1597
3293,Unnamed Road,Urban Road,URB-03293,3293,12.9661,77.4877,12.9659,77.4885,84.0,1317.2,1317.284,98.7669,Critical Misalignment,0.9755,-0.0079,0.0428,0.0103,0.9886,28.9613,27.7591,76.6706,53.1674,53.8894,29.9382,89.3232,5.2779,58.3487,65.5269,No,0.0,-0.0081,1.1143,Good,Medium,2.2634,10.0,24.2621,50.3281,High Risk,42.0377,30.0456,78.478,Critical Misalignment,76.4306,65.2187,Significant Pedestrian Interaction,Urban,1.8025,True,Mixed,Speed Limit Misaligned | High Pedestrian Interaction | Above Human Tolerance Limit,-0.0207,,False,67.022,1.0071,0.0022,Critical Misalignment,27,Unnamed Road,1598
3294,Unnamed Road,Urban Road,URB-03294,3294,12.9528,77.4864,12.9512,77.4861,178.6,1317.6,1317.779,32.3671,Moderate Misalignment,0.7218,0.2322,0.7191,0.0272,0.0002,65.9781,66.6089,99.6474,4.7411,21.0887,77.9896,52.3376,0.3199,59.7202,11.7186,No,0.0,0.0033,0.0111,Poor,High,0.3531,10.0,10.0,22.3089,Safe,69.6637,64.6716,19.6484,Aligned,65.3262,51.1188,Separated Traffic,Peri-Urban,4.1892,True,Residential,Poor Infrastructure,0.1896,Light,False,50.2529,0.0184,0.0035,Moderate Misalignment,64,Unnamed Road,1599
3295,Unnamed Road,Urban Road,URB-03295,3295,12.9584,77.4816,12.9583,77.483,147.1,1318.0,1318.147,9.4652,Aligned,0.9682,0.9582,-0.0078,-0.0005,0.0074,35.2616,36.2119,80.8485,15.4464,30.6465,49.4463,71.4168,0.0,49.7748,21.8336,No,0.0,0.0031,-0.0419,Poor,Low,1.6501,10.0,10.2915,24.189,Safe,71.5203,38.4219,22.218,Aligned,39.9004,58.9376,Side Impact Potential,Urban,6.0784,False,Commercial,Poor Infrastructure,-0.0037,,False,29.2231,0.0112,-0.0092,Aligned,33,Unnamed Road,1600
3296,Unnamed Road,Urban Road,URB-03296,3296,12.9586,77.4798,12.9584,77.4816,195.6,1318.4,1318.596,26.5791,Moderate Misalignment,0.5,0.4543,0.5375,0.0178,0.002,38.4666,37.109,51.774,20.9987,21.5235,49.8086,93.7285,0.0537,28.4963,15.5441,No,0.0,-0.0043,-0.0194,Good,High,1.0044,10.0,27.7965,23.6315,Safe,68.305,38.34,26.4972,Moderate Misalignment,38.799,38.3248,Side Impact Potential,Rural,3.9391,False,Industrial,Poor Infrastructure,-0.0031,,False,32.83,-0.0056,-0.0051,Moderate Misalignment,37,Unnamed Road,1601
3297,Unnamed Road,Urban Road,URB-03297,3297,12.9785,77.4812,12.9782,77.4811,34.8,1318.8,1318.835,16.3866,Aligned,0.7937,0.8499,0.1939,0.0354,-0.0105,56.0987,55.373,99.5402,13.2922,24.4723,77.4825,45.86,0.2077,59.0851,11.4208,No,0.0,-0.0004,0.013,Good,Low,0.5195,10.0,10.0,22.1842,Safe,71.7678,54.0535,18.66,Aligned,57.7242,61.9687,Separated Traffic,Urban,8.2075,True,Mixed,Poor Infrastructure,0.1559,Light,False,42.6296,-0.0005,0.0051,Aligned,55,Unnamed Road,1602
3298,Unnamed Road,Urban Road,URB-03298,3298,12.9785,77.4812,12.9787,77.4811,30.4,1319.2,1319.23,43.1505,Moderate Misalignment,0.9026,-0.0042,0.9027,0.0712,-0.0009,28.0806,25.5067,89.5463,55.5734,53.6017,30.1946,70.4634,0.0,60.0,59.5086,No,0.0,-0.0056,0.9787,Good,Low,1.7993,10.0,10.0242,33.1502,Moderate Risk,67.0728,25.331,38.3367,Moderate Misalignment,28.8125,67.3604,Significant Pedestrian Interaction,Urban,6.1241,True,Residential,High Pedestrian Interaction | Above Human Tolerance Limit,0.1299,Light,False,21.9238,0.0057,0.0079,Moderate Misalignment,27,Unnamed Road,1603
3299,Unnamed Road,Urban Road,URB-03299,3299,12.9782,77.4811,12.9779,77.4809,32.3,1319.6,1319.632,10.8023,Aligned,0.9594,0.9094,0.0543,-0.0057,0.0143,37.5086,35.2694,53.5964,4.6489,23.915,51.1805,79.6031,0.0529,41.3501,17.3153,No,0.0,0.0098,-0.0416,Poor,Medium,2.1406,10.0,10.2599,23.4139,Safe,68.0513,37.7791,22.5762,Aligned,36.4151,51.4918,Side Impact Potential,Peri-Urban,2.8368,False,Residential,Poor Infrastructure,0.1869,Light,False,27.8063,-0.0146,-0.0035,Aligned,36,Unnamed Road,1604
3300,Unnamed Road,Urban Road,URB-03300,3300,12.979,77.4811,12.9787,77.4811,27.1,1320.0,1320.027,25.1865,Moderate Misalignment,0.4942,0.4563,0.5415,-0.002,-0.0178,78.6291,79.4145,100.0,26.5013,26.7673,80.7386,76.528,0.0912,60.0,16.5901,No,0.0,-0.0023,0.0372,Poor,Low,0.4849,10.0,10.1387,25.4509,Moderate Risk,66.7457,80.8373,30.5767,Moderate Misalignment,87.1355,54.2498,Separated Traffic,Peri-Urban,6.0005,True,Residential,Poor Infrastructure | Above Human Tolerance Limit,-0.0029,,False,73.9765,-0.004,0.0023,Moderate Misalignment,79,Unnamed Road,1605
3301,Unnamed Road,Urban Road,URB-03301,3301,12.9621,77.4786,12.9637,77.4787,181.6,1320.4,1320.582,9.7237,Aligned,0.9612,0.95,0.0103,-0.0003,-0.0027,25.7334,25.255,51.5478,21.8545,28.562,50.6341,85.2769,0.6595,30.2265,13.6408,No,0.0,0.0079,0.0029,Good,Low,2.2843,10.0,10.4115,22.4296,Safe,73.2469,23.9198,21.2,Aligned,25.562,65.0826,Side Impact Potential,Urban,3.1282,False,Commercial,Poor Infrastructure,0.0142,,False,21.9157,-0.0251,0.0127,Aligned,26,Unnamed Road,1606
3302,Unnamed Road,Urban Road,URB-03302,3302,12.9621,77.4786,12.9618,77.4787,33.5,1320.8,1320.834,15.4033,Aligned,0.7841,0.7837,0.1932,-0.0027,0.0067,21.0238,20.2313,30.2422,0.255,21.8345,49.1718,94.5984,0.0,21.4795,6.1438,No,0.0,-0.0026,0.0006,Good,Low,2.8565,10.0,10.1095,23.0988,Safe,67.1326,19.9845,22.2755,Aligned,21.1564,57.126,Side Impact Potential,Peri-Urban,2.054,False,Industrial,Poor Infrastructure,0.1551,Light,False,16.9495,0.0044,-0.0001,Aligned,19,Unnamed Road,1607
3303,Unnamed Road,Urban Road,URB-03303,3303,12.9637,77.4787,12.964,77.4791,56.2,1321.2,1321.256,13.9506,Aligned,0.8127,0.7973,0.1767,0.0107,-0.0025,31.9199,32.5694,61.0552,39.6009,34.1513,52.5173,91.3836,0.4694,30.2797,30.6335,No,0.0,-0.0003,0.9525,Good,Low,3.1009,10.0,10.0022,24.2524,Safe,74.1612,32.1172,22.5154,Aligned,33.1905,68.3077,Side Impact Potential,Urban,3.1575,True,Residential,Meets Safe System Standards,0.1414,Light,False,25.5628,-0.0046,0.0035,Aligned,33,Unnamed Road,1608
3304,Unnamed Road,Urban Road,URB-03304,3304,12.9616,77.4787,12.9618,77.4787,30.0,1321.6,1321.63,34.4622,Moderate Misalignment,0.8287,0.1536,0.8519,0.0095,0.0073,81.2613,79.1048,99.06,33.8151,36.9351,81.7048,91.1737,0.0,60.0,30.1407,No,0.0,-0.0092,1.0188,Good,High,0.4368,10.0,10.1141,30.4418,Moderate Risk,63.2822,79.5171,37.9642,Moderate Misalignment,91.7338,67.5877,Separated Traffic,Urban,5.9313,True,Industrial,Above Human Tolerance Limit,-0.0086,,False,81.186,-0.0043,0.0125,Moderate Misalignment,79,Unnamed Road,1609
3305,Unnamed Road,Urban Road,URB-03305,3305,12.9576,77.4872,12.9577,77.4868,48.2,1322.0,1322.048,99.6354,Critical Misalignment,0.9663,-0.0173,-0.0155,0.0047,0.972,50.7855,50.6474,99.2552,12.7255,30.5093,50.2687,88.8893,0.0543,60.0,26.0983,No,0.0,0.0091,0.9463,Poor,Medium,0.4584,10.0,26.4519,49.5388,Moderate Risk,33.7662,49.744,82.3294,Critical Misalignment,99.7321,55.5716,Side Impact Potential,Peri-Urban,7.1396,False,Industrial,Speed Limit Misaligned | Poor Infrastructure | Above Human Tolerance Limit,-0.0023,,False,89.5877,-0.0109,-0.0111,Critical Misalignment,50,Unnamed Road,1610
3306,Unnamed Road,Urban Road,URB-03306,3306,12.9576,77.4872,12.9571,77.4872,59.2,1322.4,1322.459,43.7741,Moderate Misalignment,0.9025,-0.0154,0.9513,0.0677,-0.0046,32.4291,30.2689,78.1078,66.9809,49.9208,28.8466,82.9904,0.8237,41.3913,57.914,No,0.0,-0.0041,2.018,Poor,Low,1.7633,10.0,10.0,30.0095,Moderate Risk,73.7679,31.8121,35.1656,Moderate Misalignment,37.4081,60.8178,Significant Pedestrian Interaction,Urban,6.1461,False,Commercial,High Pedestrian Interaction | Above Human Tolerance Limit,0.2013,Light,False,30.0446,0.01,-0.0099,Moderate Misalignment,29,Unnamed Road,1611
3307,Unnamed Road,Urban Road,URB-03307,3307,12.9576,77.4872,12.959,77.4877,163.6,1322.8,1322.964,15.375,Aligned,0.8316,0.833,0.1443,-0.0166,0.001,41.0128,42.7585,71.9661,33.7487,34.6991,49.0869,92.3872,0.0581,40.9119,32.4668,No,0.0,0.0001,0.0554,Poor,Low,1.4354,10.0,10.0,24.6023,Safe,72.0769,41.8074,24.0646,Aligned,45.0055,62.5695,Side Impact Potential,Urban,2.9448,False,Mixed,Poor Infrastructure,-0.0024,,False,35.2886,-0.0044,-0.0023,Aligned,44,Unnamed Road,1612
3308,Unnamed Road,Urban Road,URB-03308,3308,12.956,77.487,12.9571,77.4872,124.1,1323.2,1323.324,13.317,Aligned,0.9606,0.9282,0.0315,0.0169,0.0039,38.1176,38.1386,71.3675,24.9101,27.9037,49.3963,84.1748,0.0,43.1809,14.1176,No,0.0,-0.0035,-0.0486,Good,Low,1.9719,10.0,10.3145,21.4395,Safe,73.4923,38.648,19.9478,Aligned,41.1193,64.7352,Side Impact Potential,Urban,2.1089,False,Industrial,Poor Infrastructure,0.1409,Light,False,26.8462,-0.0042,0.008,Aligned,39,Unnamed Road,1613
3309,Unnamed Road,Urban Road,URB-03309,3309,12.9608,77.4882,12.959,77.4877,201.1,1323.6,1323.801,15.6814,Aligned,0.9147,0.86,0.0334,0.0244,0.0072,77.0119,79.1465,100.0,0.0,13.7445,81.4497,23.4379,0.125,60.0,0.0,No,0.0,0.0056,-0.0086,Poor,Medium,0.184,10.0,10.0188,21.5304,Safe,69.7657,78.0856,19.0389,Aligned,78.4324,46.7982,Separated Traffic,Rural,4.8543,True,Residential,Active Congestion | Poor Infrastructure,0.6421,Severe,False,28.4528,-0.0086,-0.0015,Aligned,77,Unnamed Road,1614
3310,Unnamed Road,Urban Road,URB-03310,3310,12.9555,77.4812,12.9546,77.4831,229.7,1324.0,1324.23,10.017,Aligned,0.9925,0.9852,0.0119,0.004,-0.0035,18.2392,21.462,30.6682,0.0,20.4287,48.3729,83.8899,0.0,29.4089,4.1589,No,0.0,-0.0067,-0.0205,Poor,Low,3.376,10.0,10.0,23.2713,Safe,67.905,18.4513,21.2094,Aligned,18.126,58.0917,Side Impact Potential,Peri-Urban,1.9388,False,Commercial,Poor Infrastructure,-0.002,,False,18.0377,-0.0123,0.0073,Aligned,19,Unnamed Road,1615
3311,Unnamed Road,Urban Road,URB-03311,3311,12.9586,77.4798,12.9586,77.4793,57.9,1324.4,1324.458,10.1661,Aligned,1.0008,1.0433,0.0101,0.0115,-0.0073,29.3861,27.1382,26.9115,0.0,18.8452,48.23,89.6714,0.073,27.7863,0.7268,No,0.0,-0.0065,0.0406,Good,Medium,2.6349,10.0,10.3147,22.1406,Safe,69.1989,27.4585,20.5771,Aligned,31.1644,60.8626,Side Impact Potential,Peri-Urban,1.1466,False,Residential,Poor Infrastructure,0.0007,,False,21.9193,-0.0045,-0.0078,Aligned,29,Unnamed Road,1616
3312,Unnamed Road,Urban Road,URB-03312,3312,12.9586,77.4798,12.9582,77.4798,42.2,1324.8,1324.842,11.1585,Aligned,0.9371,0.9523,0.036,-0.0174,-0.0059,18.7161,20.2752,26.9961,26.2121,24.9363,48.9631,98.1821,0.0,21.0158,15.3236,No,0.0,0.0042,-0.014,Poor,Medium,2.1306,10.0,10.0,21.0953,Safe,73.4192,19.629,19.8733,Aligned,21.5128,57.8447,Side Impact Potential,Peri-Urban,0.95,False,Residential,Poor Infrastructure,0.1263,Light,False,18.5115,0.0048,-0.0215,Aligned,20,Unnamed Road,1617
3313,Unnamed Road,Urban Road,URB-03313,3313,12.9528,77.4864,12.9527,77.4869,46.6,1325.2,1325.247,42.5917,Moderate Misalignment,0.9467,0.0133,0.9142,0.0505,0.0072,29.8415,30.2177,84.6785,65.5644,48.7306,31.6093,47.6391,0.177,48.6124,67.8208,No,0.0,0.0014,1.9507,Good,High,1.3701,10.0,10.0,36.7903,Moderate Risk,64.2225,29.3944,51.4201,High Misalignment,52.6329,57.545,Significant Pedestrian Interaction,Urban,3.8826,True,Mixed,Speed Limit Misaligned | High Pedestrian Interaction | Active Congestion,0.7271,Severe,False,16.0555,0.0028,0.0056,Moderate Misalignment,31,Unnamed Road,1618
3314,Unnamed Road,Urban Road,URB-03314,3314,12.9528,77.4864,12.9542,77.4867,161.0,1325.6,1325.761,11.9449,Aligned,0.9277,0.9451,0.0893,-0.0083,0.0041,30.1078,29.3611,88.1434,57.2746,43.3431,50.9822,71.8974,0.2178,39.1724,52.6933,No,0.0,0.0118,1.0025,Poor,High,2.2627,10.0,10.0,23.0553,Safe,79.6473,26.3461,19.9124,Aligned,28.9022,55.4113,Side Impact Potential,Urban,4.9256,True,Commercial,Meets Safe System Standards,0.1873,Light,False,23.6649,-0.0048,0.0062,Aligned,32,Unnamed Road,1619
3315,Unnamed Road,Urban Road,URB-03315,3315,12.9556,77.487,12.9542,77.4867,150.9,1326.0,1326.151,9.4216,Aligned,0.9679,0.9432,0.0512,0.0002,-0.0057,26.8133,25.2199,79.7868,19.0592,27.7169,50.7293,74.9774,0.0095,38.6812,19.1801,No,0.0,0.0008,0.9713,Poor,Low,2.1218,10.0,10.0,22.9881,Safe,73.1991,29.2407,20.1197,Aligned,27.0264,56.1011,Side Impact Potential,Urban,4.0392,True,Residential,Poor Infrastructure,0.0009,,False,22.7437,0.0153,0.0031,Aligned,27,Unnamed Road,1620
3316,Unnamed Road,Urban Road,URB-03316,3316,12.9608,77.4882,12.9611,77.4883,35.6,1326.4,1326.436,10.8379,Aligned,0.9776,1.005,0.0048,-0.0151,0.0025,15.5597,19.5188,27.1608,0.7053,13.0966,50.7367,87.7706,0.2386,20.0,8.1524,No,0.0,0.0039,0.033,Poor,Low,1.7372,10.0,10.0,20.8076,Safe,69.424,14.7482,16.8613,Aligned,16.2807,41.2453,Side Impact Potential,Rural,1.1831,False,Residential,Poor Infrastructure,0.0142,,False,11.2718,-0.0178,-0.005,Aligned,15,Unnamed Road,1621
3317,Unnamed Road,Urban Road,URB-03317,3317,12.9556,77.487,12.956,77.487,46.0,1326.8,1326.846,13.734,Aligned,0.8875,0.9284,0.0974,0.0246,0.004,28.7062,29.15,79.7029,3.0495,24.6777,49.1253,54.2837,0.0977,38.5126,14.661,No,0.0,0.0049,0.0599,Good,Medium,1.5872,10.0,10.0,23.7689,Safe,68.8121,28.6404,19.0367,Aligned,28.7325,56.7131,Side Impact Potential,Peri-Urban,5.0552,False,Residential,Active Congestion | Poor Infrastructure,0.67,Severe,False,10.0,0.0139,-0.0024,Aligned,28,Unnamed Road,1622
3318,Unnamed Road,Urban Road,URB-03318,3318,12.9632,77.4818,12.9629,77.4819,31.4,1327.2,1327.231,9.7594,Aligned,0.9622,0.916,0.0455,-0.005,-0.0166,25.3128,23.1772,50.7734,22.9985,27.7932,50.4379,84.3968,0.236,27.9709,15.5011,No,0.0,0.0068,0.0718,Good,Low,2.1874,10.0,10.0,22.4429,Safe,72.789,25.5354,20.6725,Aligned,26.2765,65.5131,Side Impact Potential,Urban,3.045,False,Commercial,Poor Infrastructure,0.0144,,False,21.1051,-0.0037,0.0073,Aligned,27,Unnamed Road,1623
3319,Unnamed Road,Urban Road,URB-03319,3319,12.9632,77.4818,12.9642,77.482,115.3,1327.6,1327.715,12.014,Aligned,0.9212,0.8843,0.0401,0.0013,-0.0048,40.9243,44.1815,81.6854,34.2054,33.113,49.0139,85.9556,0.5488,49.5451,22.7119,No,0.0,-0.0074,-0.0002,Good,Low,1.8811,10.0,10.0,22.4073,Safe,74.8363,43.0599,20.4491,Aligned,41.4752,64.7541,Side Impact Potential,Urban,4.9318,True,Industrial,Poor Infrastructure,-0.0042,,False,40.5544,-0.0102,0.0045,Aligned,43,Unnamed Road,1624
3320,Unnamed Road,Urban Road,URB-03320,3320,12.8498,77.5883,12.8531,77.5814,1274.3,1328.0,1329.274,13.1662,Aligned,0.9111,0.9639,0.0974,-0.0026,-0.0111,45.4567,35.2343,48.2633,0.0,13.0887,50.334,97.0068,40.7497,38.2018,6.6794,Yes,0.0,0.9986,0.0398,Poor,High,1.4608,10.0,10.0,32.6894,Moderate Risk,58.3746,44.1973,24.6358,Aligned,44.4701,38.3712,Side Impact Potential,Rural,1.7564,False,Industrial,Poor Infrastructure,0.023,,False,38.0934,-0.001,0.0009,Aligned,47,Unnamed Road,1625
3321,Unnamed Road,Urban Road,URB-03321,3321,12.8535,77.5801,12.855,77.5808,186.2,1328.4,1328.586,19.6819,Aligned,0.7169,0.6516,0.226,0.0448,-0.005,79.0048,79.5046,99.8897,11.387,17.0496,78.9852,82.3838,0.0,58.9726,14.3514,No,0.0,-0.0058,-0.0755,Poor,Low,0.2794,10.0,10.0,27.3589,Moderate Risk,60.7127,82.0954,32.7581,Moderate Misalignment,92.7046,33.0805,Separated Traffic,Rural,5.0168,True,Residential,Poor Infrastructure | Above Human Tolerance Limit,0.0069,,False,80.8773,0.0048,-0.0057,Aligned,80,Unnamed Road,1626
3322,Unnamed Road,Urban Road,URB-03322,3322,12.9321,77.74,12.9314,77.7416,204.7,1328.8,1329.005,11.2951,Aligned,0.9505,0.9509,0.0675,-0.0057,-0.0016,25.6521,24.943,31.2639,5.4226,17.0368,49.5775,96.075,0.0366,20.8001,4.8322,No,0.0,-0.0045,0.0405,Good,Low,2.5676,10.0,24.918,23.6502,Safe,66.4915,24.8761,23.5537,Aligned,25.5114,49.4344,Side Impact Potential,Peri-Urban,1.9867,False,Residential,Poor Infrastructure,0.0019,,False,22.9218,0.004,0.0073,Aligned,27,Unnamed Road,1627
3323,Unnamed Road,Urban Road,URB-03323,3323,12.9326,77.7331,12.9325,77.7347,180.8,1329.2,1329.381,18.8285,Aligned,0.7685,0.8018,0.2304,-0.0018,0.0075,27.8724,28.1684,55.763,20.9179,29.675,51.2772,90.5739,5.4164,28.8088,22.3791,No,0.0,-0.0058,0.0012,Good,Medium,2.4373,10.0,10.019,25.2647,Moderate Risk,69.6327,29.2416,20.5074,Aligned,28.6541,61.034,Side Impact Potential,Urban,4.0955,False,Industrial,Poor Infrastructure,0.0195,,False,24.3938,0.9988,0.0102,Aligned,28,Unnamed Road,1628
3324,Unnamed Road,Urban Road,URB-03324,3324,12.9321,77.7397,12.9321,77.7391,75.1,1329.6,1329.675,24.0891,Aligned,0.642,0.6632,0.1887,0.1522,-0.0067,80.2893,80.1591,100.0,22.3604,28.443,78.3073,85.79,0.0699,60.0,24.9292,No,0.0,-0.0089,0.9844,Good,High,0.5086,10.0,10.5264,26.6338,Moderate Risk,67.6145,78.6467,28.5146,Moderate Misalignment,90.3474,56.8772,Separated Traffic,Urban,4.1744,True,Residential,Poor Infrastructure,0.1598,Light,False,70.9128,-0.003,-0.0118,Aligned,79,Unnamed Road,1629
3325,Unnamed Road,Urban Road,URB-03325,3325,12.9321,77.7397,12.9321,77.74,47.4,1330.0,1330.047,12.973,Aligned,0.8857,0.881,0.1142,-0.0004,-0.0162,52.7315,53.8858,100.0,20.1712,34.5511,79.0942,75.0681,0.0,59.989,28.5846,No,0.0,0.0011,0.9723,Poor,High,0.7286,10.0,10.0969,25.632,Moderate Risk,70.8085,51.2081,23.7284,Aligned,52.2053,65.4792,Separated Traffic,Urban,4.9411,True,Commercial,Poor Infrastructure,-0.0296,,False,45.3533,-0.0033,-0.0067,Aligned,55,Unnamed Road,1630
3326,Unnamed Road,Urban Road,URB-03326,3326,12.9322,77.7377,12.9324,77.736,190.8,1330.4,1330.591,10.2117,Aligned,0.9937,1.0145,0.0082,-0.008,-0.0001,24.4101,24.7432,29.4821,28.6759,26.8735,50.6993,85.2177,0.0,40.8532,20.8313,No,0.0,0.0016,1.007,Poor,Low,2.7308,10.0,10.2217,21.2366,Safe,74.6503,25.7961,18.9722,Aligned,25.3505,50.9603,Side Impact Potential,Peri-Urban,1.9124,False,Industrial,Poor Infrastructure,0.0009,,False,23.2379,-0.003,0.003,Aligned,26,Unnamed Road,1631
3327,Unnamed Road,Urban Road,URB-03327,3327,12.9321,77.7391,12.9322,77.7377,147.2,1330.8,1330.947,98.072,Critical Misalignment,0.9568,-0.0054,0.0578,0.0047,0.9804,49.1786,50.9502,97.7327,11.1049,12.6701,49.9588,96.1533,0.0,59.7685,1.445,No,0.0,0.0014,-0.06,Poor,High,0.1829,10.0,20.1944,46.306,Moderate Risk,31.8277,51.4518,85.4075,Critical Misalignment,106.8352,37.2768,Side Impact Potential,Rural,7.8635,False,Residential,Speed Limit Misaligned | Poor Infrastructure | Above Human Tolerance Limit,0.0026,,False,92.2477,0.0136,-0.0209,Critical Misalignment,50,Unnamed Road,1632
3328,Unnamed Road,Urban Road,URB-03328,3328,12.9322,77.7377,12.9331,77.7378,100.9,1331.2,1331.301,32.4237,Moderate Misalignment,0.7746,0.2488,0.7457,-0.0015,0.0044,36.0615,33.8527,30.3452,17.453,26.2158,48.3024,99.514,0.3939,30.9163,16.1211,No,0.0,0.007,-0.0126,Good,High,3.1851,10.0,20.2327,25.326,Moderate Risk,67.668,36.8481,26.2474,Moderate Misalignment,34.4421,59.8941,Side Impact Potential,Peri-Urban,2.0791,False,Industrial,Poor Infrastructure,-0.0113,,False,30.6692,-0.004,0.0017,Moderate Misalignment,37,Unnamed Road,1633
3329,Unnamed Road,Urban Road,URB-03329,3329,12.9333,77.7378,12.9322,77.7377,131.9,1331.6,1331.732,35.1731,Moderate Misalignment,0.8339,0.1573,0.7992,-0.0047,0.0048,81.613,80.9543,100.0,13.7515,12.2882,79.9245,88.4044,0.0,60.0,5.8388,No,0.0,0.0063,0.001,Poor,Low,0.1427,10.0,34.1408,25.9545,Moderate Risk,61.9532,80.1387,36.8957,Moderate Misalignment,78.778,33.7926,Separated Traffic,Rural,7.8309,True,Industrial,Poor Infrastructure,0.0032,,False,69.2071,-0.0157,-0.0006,Moderate Misalignment,80,Unnamed Road,1634
3330,Unnamed Road,Urban Road,URB-03330,3330,12.93,77.7401,12.9305,77.7391,134.8,1332.0,1332.135,37.6051,Moderate Misalignment,0.9593,0.036,0.9635,-0.0154,-0.0028,50.4369,49.2457,83.8122,16.648,29.3285,48.102,100.0,0.1658,39.6764,21.8858,No,0.0,0.005,-0.0391,Poor,Low,1.4216,10.0,26.8969,28.0721,Moderate Risk,62.9129,51.0564,30.9221,Moderate Misalignment,52.0733,57.746,Side Impact Potential,Peri-Urban,6.0882,False,Commercial,Approach to Congestion (Tapered) | Poor Infrastructure,0.1328,Light,True,40.4332,0.0094,0.0055,Moderate Misalignment,49,Unnamed Road,1635
3331,Unnamed Road,Urban Road,URB-03331,3331,12.9299,77.7404,12.93,77.7401,49.1,1332.4,1332.449,19.2666,Aligned,0.7283,0.7416,0.1993,0.0221,-0.009,49.1753,49.0921,55.2802,15.2659,27.5694,52.3267,88.0045,0.6435,39.2567,22.1691,No,0.0,-0.0037,-0.0158,Good,Medium,1.7444,10.0,30.8091,28.3112,Moderate Risk,64.0809,50.8039,31.6784,Moderate Misalignment,50.7803,55.2433,Side Impact Potential,Peri-Urban,3.0266,False,Residential,Poor Infrastructure,0.0219,,False,47.6846,0.0077,-0.0001,Aligned,50,Unnamed Road,1636
3332,Unnamed Road,Urban Road,URB-03332,3332,12.9331,77.7378,12.9333,77.7378,31.6,1332.8,1332.832,19.8473,Aligned,0.6952,0.691,0.3062,-0.0159,-0.0056,30.3695,32.0722,54.9968,31.1383,38.2721,48.3835,91.2057,0.0,29.0763,39.4832,No,0.0,0.0105,1.0174,Poor,High,2.3401,10.0,10.0,26.2781,Moderate Risk,72.4423,29.9471,22.8421,Aligned,28.9174,63.0153,Side Impact Potential,Urban,3.9885,False,Residential,Poor Infrastructure,0.1342,Light,False,24.6187,-0.0037,-0.0012,Aligned,32,Unnamed Road,1637
